"","Authors","Title","Abstract"
"11","Vujanović D.; Losapio G.; Mészáros M.; Popov S.; Markov Ristić Z.; Mudri Stojnić S.; Jović J.; Vujić A.","Forest and grassland habitats support pollinator diversity more than wildflowers and sunflower monoculture","Intensively managed agricultural landscapes often lack suitable habitats to support diverse wildlife, particularly harming pollinator communities. Besides mass flowering crops, remnant patches of natural and semi-natural vegetation may play a key role in maintaining and conserving biodiversity. Yet, the effects of different natural habitats, including forests and grasslands, on different pollinator communities are poorly understood at the landscape scale. We examined the abundance, richness, and diversity of wild bees and hoverflies, two key pollinator groups, across a land-use gradient spanning forest edges, grassland, wildflower strips, and sunflower monoculture. We also examined the distribution of hoverfly larvae trophic guilds and wild bee nesting traits across the above-mentioned land-use gradient. Finally, we evaluated the impact of landscape structure (forest, grassland, and water cover in the surrounding landscape) on pollinator community composition. Our results indicate that forest and grassland habitats supported a higher abundance and greater richness of pollinators than wildflower strips and sunflower monocultures. Furthermore, hoverflies were more sensitive to habitat and floristic homogenization than wild bees. Sunflower and wildflower habitats also hosted a lower diversity of larvae trophic guilds and wild bee nesting guilds as compared to forests and grasslands. Our study suggests that conserving and restoring forest and grassland habitats within agricultural mosaics may serve as the main ‘refuge’ for wild pollinators. © 2023 Royal Entomological Society."
"12","Lange S.; Mockford A.; Burkhard B.; Müller F.; Diekötter T.","As green infrastructure, linear semi-natural habitats boost regulating ecosystem services supply in agriculturally-dominated landscapes","Semi-natural linear landscape elements, such as hedgerows, are vital structures within agricultural landscapes that have an impact on ecosystem processes and support biodiversity. However, they are typically omitted from green infrastructure planning, which could lead to significant undervaluing of landscapes and their multifunctionality in terms of ecosystem service supply. Using the InVEST (Integrated Valuation of Ecosystem Services and Tradeoffs) model suite, we tested the effects of additionally including semi-natural linear landscape elements on the model outcomes for crop pollination, nutrient regulation, erosion regulation and water flow regulation ecosystem services supply. The results showed that linear semi-natural landscape elements contribute positively to the landscape's multifunctionality. Small changes have been identified for water flow regulation, whereas, considering both spatial extent and magnitude of the changes, the greatest changes have been found with respect to the supply of pollination and nutrient regulation. Direct proximity of the linear elements had the greatest effect on ecosystem service supply, in particular with regard to pollination. Based on our results, a more pronounced consideration of semi-natural linear landscape elements as an important element of green infrastructure is advisable. © 2023. Lange S et al."
"13","Sentil A.; Reverté S.; Lhomme P.; Bencharki Y.; Rasmont P.; Christmann S.; Michez D.","Wild vegetation and ‘farming with alternative pollinators’ approach support pollinator diversity in farmland","Several management practices have been suggested to mitigate the global pollinator decline in agro-ecosystems, including wildflower strips and Farming with Alternative Pollinators (FAP). FAP proposes to dedicate 25% of the field area to seed Marketable Habitat Enhancement Plants (MHEP) around the main crop, occupying 75% of the field. However, wild pollinators may not rely fully on the resources that fields provide due to differences in flying period and host-plant preferences, and need additional resources from wild flowering plant communities. Here we aim to compare wild pollinator communities between FAP fields, monoculture of pollinator dependent crops and the nearby wild flowering plants. We developed two experimental trials with two main crops (faba bean and eggplant) in 16 fields in North-West Morocco and we compared wild pollinator richness and wild pollinator specialization between FAP fields, control fields and the nearby wild flowering plants. We recorded a significantly higher pollinator richness in FAP fields compared to wild flowering plants and monoculture. Pollinator specialization index (i.e. degree of interaction specialization at the species level) did not differ significantly between the three treatments in faba bean trial (i.e. FAP, control and wild plants), whilst in eggplant trial, wild plants harboured significantly more specialist species than FAP fields. Yet, no significant differences in pollinator specialization index were reported between the other treatments in eggplant trial (i.e. FAP vs. control and control vs. wild plants). Moreover, 28% of the pollinator species collected, were only observed on wild plants, particularly thistles. These results highlight the potential of FAP approach as a tool for pollinator conservation in farmlands. However, the FAP approach alone is not sufficient to cater the diverse pollinators present in the agro-ecosystem, and hence, the maintenance of the surrounding wild flowering plants is necessary to support pollinators in farmlands. © 2022 The Authors. Journal of Applied Entomology published by Wiley-VCH GmbH."
"14","Broughton R.K.; Bullock J.M.; George C.; Gerard F.; Maziarz M.; Payne W.E.; Scholefield P.A.; Wade D.; Pywell R.F.","Slow development of woodland vegetation and bird communities during 33 years of passive rewilding in open farmland","Passive rewilding is a potential tool for expanding woodland cover and restoring biodiversity by abandoning land management and allowing natural vegetation succession to occur. Land can be abandoned to passive rewilding deliberately or due to socio-economic change. Despite abandonment being a major driver of land use change, few have studied the long-term outcomes for vegetation and biodiversity in Western Europe. Studies are also biased towards sites that are close to seed sources and favourable to woodland colonisation. In this case-study, we reconstruct a time series of passive rewilding over 33 years on 25 ha of former farmland that had been subject to soil tipping, far from woodland seed sources. Natural colonisation by shrubs and trees was surveyed at three points during the time series, using field mapping and lidar. Breeding birds were surveyed at three time points, and compared with surveys from nearby farmland. Results showed that natural colonisation of woody vegetation was slow, with open grassland dominating the old fields for two decades, and small wetlands developing spontaneously. After 33 years, thorny shrub thickets covered 53% of the site and former hedgerows became subsumed or degraded, but trees remained scarce. However, the resulting habitat mosaic of shrubland, grassland and wetland supported a locally distinctive bird community. Farmland bird species declined as passive rewilding progressed, but this was countered by relatively more wetland birds and an increase in woodland birds, particularly songbirds, compared to nearby farmland. Alongside biodiversity benefits, shrubland establishment by passive rewilding could potentially provide ecosystem services via abundant blossom resources for pollinators, and recreation and berry-gathering opportunities for people. Although closed-canopy woodland remained a distant prospect even after 33 years, the habitat mosaic arising from passive rewilding could be considered a valuable outcome, which could contribute to nature recovery and provision of ecosystem services. Copyright: © 2022 Broughton et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
"15","Griffiths-Lee J.; Nicholls E.; Goulson D.","Sown mini-meadows increase pollinator diversity in gardens","Abstract: Habitat loss and fragmentation are considered the foremost threats in pollinator decline, and in England and Wales, 97% of wildflower meadows were lost by 1984. The value of creating flower-rich margins in agricultural environments is established, yet there is growing potential to support pollinator populations in urban landscapes. We used citizen science to investigate the effectiveness of small 4m2 sown wildflower ‘mini-meadows’ in UK gardens and allotments in recruiting beneficial insects. Participants were allocated one of three treatment groups: Mix 1 (commercially available ‘meadow mix’); Mix 2 (formulated based on existing literature on pollinator foraging preferences); or Control (no additional wildflowers). All participants conducted insect sampling over two years using standardised pan and sticky trap methods May–August. Samples were returned for identification by trained specialists. Mini-meadows provided resource-rich habitats, increasing wild bee richness and supporting on average 111% more bumblebees, 87% more solitary bees and 85% more solitary wasps in the year following seed-sowing, compared to Control plots. The wildflower mixes were also taxon-specific in their attractiveness. Mix 1 attracted more solitary bees and bumblebees, whereas Mix 2 attracted more solitary wasps. There was no significant difference in the abundance of hoverflies between treatments. Higher abundance of solitary wasps and bees caught amongst the mini-meadow was perhaps due to shorter foraging ranges. Implications for insect conservation: Domestic gardens and allotments provide huge potential habitat for pollinators, and small-scale floral enhancements can attract more beneficial insects in fragmented urban landscapes, supporting urban biodiversity, pollination services and biological control. © 2022, The Author(s)."
"16","Çiftçi A.; Mollman R.; Erol O.","Anatomical and micromorphological study on some understudied taxa of Thlaspi L. s. lat. (Brassicaceae)","This study investigates the seed and fruit anatomy and micromorphology of five pennycress taxa (Thlaspi L. sensu lato) from Turkey, some of which have not been previously investigated. Systematic work in this group suffers from a lack of comprehensive anatomical and micromorphological data, especially for narrowly endemic species. We find that seed surface structure is taxonomically more useful than seed coat anatomy in Thlaspi s. lat., but despite this, it remains understudied. Our results indicate that the most useful anatomical characters are seed-epidermis cell shape and the presence of mucilage cells. As for micromorphology, seed periclinal walls and cell shape were most significant. Thlaspi ceratocarpon Murray, the only taxa remaining in Thlaspi sensu stricto, was unique among these taxa both anatomically and micromorphologically. It notably differs from Thlaspi alliaceum L., according to our results, corroborating recent studies that placed the latter into Mummenhoffia Esmailbegi & Al-Shehbaz. Our PCoA analysis resulted in a close grouping of T. jaubertii Hedge, T. crassum P.H. Davis and T. cilicicum (Boiss) Hayek, three species that have been moved to Noccaea Moench, based on molecular evidence. We discuss the fragmentation of Thlaspi s. lat. into smaller genera in the context of broader trends in plant systematics. © 2022, The New York Botanical Garden."
"17","Menzel C.M.","Fruit set is moderately dependent on insect pollinators in strawberry and is limited by the availability of pollen under natural open conditions","Modern strawberry (Fragaria ×ananassa Duch.) cultivars are hermaphrodite and have fertile flowers, with the anthers releasing viable pollen. Cultivars are self-compatible and do not require cross-pollination. Studies supporting managed or wild insects are based on a few reports and there are problems with the methods used to assess pollination. This review examined the role of pollination in strawberry. The mean (± s.d. or standard deviation) pollinator dependence (PD) for yield (self-pollination versus open- or insect-assisted pollination) was 0.36 ± 0.26 (P < 0.001, N = 52 studies). The yields of plants exposed to supplementary insects were higher than those exposed to pollinators under natural open conditions, with a calculated pollen limitation (PL) of 0.20 ± 0.17 (P < 0.001, N = 20 studies). Fields close to semi-natural habitats, wildflowers, grass or hedges can have more pollinators and a greater diversity of pollinators than fields further away. However, a greater abundance of pollinators does not always lead to higher fruit set. Yield is dependent on insect pollinators (moderate pollinator dependence) and is limited by the availability of pollen under natural open conditions (moderate pollen limitation). © 2023 Crown Copyright."
"18","Albrecht M.; Knecht A.; Riesen M.; Rutz T.; Ganser D.","Time since establishment drives bee and hoverfly diversity, abundance of crop-pollinating bees and aphidophagous hoverflies in perennial wildflower strips","Wildflower strips (WFS) are amongst the most commonly applied measures to promote pollinators and natural enemies of crop pests in agroecosystems. Their potential to enhance these functionally important insect groups may vary substantially with time since establishment of WFS. However, knowledge on their temporal dynamics remains scarce, hampering recommendations for optimized design and management. We therefore examined temporal dynamics of taxonomic and functional groups of bees and hoverflies in perennial WFS ranging from one to ≥6 years since sowing with a standardized species-rich seed mixture of flowering plants in 18 agricultural landscapes in Switzerland. The abundance of wild bees, honeybees and hoverflies declined after the second year by 89%, 62% and 72%, respectively. Declines in bee abundance and hoverfly species richness were linear and those of aphidophagous hoverflies exponential, while wild bee species richness peaked in the third year. Declines over time generally paralleled decreases in flower abundance (-83%) and flowering species richness (-61%) and an increase in grass cover (+70%) in WFS. Flowering plant species richness showed strong positive relationships with dominant crop-visiting wild bees and aphidophagous hoverflies. Furthermore, dominant crop-visiting wild bees, but not aphidophagous hoverflies, were positively related to the proportion of (semi-)open semi-natural habitat in the surrounding landscape (500 m radius), but negatively with forest. We conclude that the effectiveness of perennial WFS to promote pollinator diversity, crop-pollinating bees and aphidophagous hoverflies through foraging resources decreases after the first two to three years, probably due to a decline of diverse and abundant floral resources. Although older perennial WFS may still provide valuable nesting and overwintering opportunities for pollinators and natural enemies, our findings indicate that regular re-sowing of perennial WFS may be necessary to maintain adequate floral resource provisioning for effective pollinator conservation and promotion of crop pollination and natural pest control services in agricultural landscapes. © 2021 The Authors"
"19","Kunkel B.; Cissel W.J.; Tooker J.F.; Howe D.K.; Denver D.R.; Mc Donnell R.J.; Hiltpold I.","Nematodes Associated with Terrestrial Slugs in Mid-Atlantic (Delaware, USA) Soybean","Slugs are cryptic terrestrial pests that target a wide range of crops and are especially damaging to seedlings. Management of these invertebrates mostly relies on synthetic chemistry. These molecules can be efficient against slugs and snails but can be toxic to other organisms (e.g., dogs) and harmful to the environment (e.g., leaching into surface and groundwater). The usage of pathogenic nematodes has been effective in several crops and European countries. A survey was conducted to investigate the presence of natural populations of malacopathogenic nematodes in soybean in the mid-Atlantic region. Slugs were sampled in nine fields across Delaware at various distances from the field edges (0 m, 5 m, 10 m, 15 m). Soil cover and soil type were also recorded. Invertebrates were brought back to the laboratory. Slugs were monitored for four weeks, and mortality was classified into one of three categories: (1) death with the presence of nematodes; (2) death with the presence of fungi; (3) death without the presence of nematodes or fungi. Nematodes associated with slugs were identified based on 18S rRNA sequencing. The distance from the field edge did not impact the number of trapped slugs and the incidence of slug death associated with the presence of nematodes. Overall, nematodes were collected from ca. 20% of the slug cadavers, and most have previously been associated with slugs (ca. 35% of deaths associated with fungi and ca. 45% not associated with nematodes or fungi). The number of captured slugs and slug death associated with the presence of nematodes were positively correlated with ground cover. Soil type impacted both the number of captured slugs and the presence of pathogenic nematodes. This survey provides a first insight into the natural populations of mollusk-associated nematodes in the mid-Atlantic region. This knowledge may contribute to implementing cultural practices favoring these natural enemies of slug pests. © 2023 by the authors."
"20","Kuppler J.; Neumüller U.; Mayr A.V.; Hopfenmüller S.; Weiss K.; Prosi R.; Schanowski A.; Schwenninger H.-R.; Ayasse M.; Burger H.","Favourite plants of wild bees","Flower strips are a commonly used tool for improving agricultural landscapes for pollinators. The plant composition of the seed mixtures employed is based on logistic decisions, e.g. costs or seed availability, the literature and expert opinion, and only rarely on direct information about bee-plant interactions. We combined two datasets on bee-plant interactions involving 460 bee species. The first consisted of 23,864 bee-plant interactions, recorded in twenty locations in Germany from 2018 and 2019, whereas the second consisted of 86,509 bee-plant interactions sampled across multiple sites in southwest Germany over more than 30 years. We explored three objectives. (1) Which plant species attract the greatest number of wild bee species and individuals across plant communities within and across seasons of bee activity? (2) Do the most attractive plant species also support threatened and specialized wild bees? (3) Do seed mixtures contain attractive plant species? High attractiveness was defined as a consistently high interaction frequency and number of visiting bee species to a plant species across the sampled communities. Our results identified 34 herbaceous key plant species that were highly attractive for wild bees independently of plant abundance and across locations. Further, we identified a large number of plant species for which the attractiveness for wild bees depended on the sampled community. The identified key plant species attracted between 2% and 32% of oligolectic or red-listed bees present in our datasets. Although some of these plant species, such as Centaurea cyanus or C. jacea, are commonly found in seed mixtures, others, such as Stachys recta or Carduus nutans, are not. These large-scale and robust interaction data highlight key plant species that provide an attractive core for herbaceous floral strips aimed at supporting high numbers of wild bee species. © 2022 The Authors"
